Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Altona North,2/31 Cooper Av,2,h,522500,SA,hockingstuart,16/07/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,9 Begonia Av,5,h,972000,S,Sweeney,17/09/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,1/36 Amaranth Av,3,t,590000,PI,RT,18/06/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,3/36 Amaranth Av,2,h,450000,PI,RT,18/06/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,61 Cooper Av,3,h,765000,S,Greg,18/06/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,10 Freemans St,3,h,750000,VB,Greg,18/06/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,16 Beevers St,3,h,680000,S,Sweeney,19/11/2016,11.1,3025,3,1,3,551,,,Hobsons Bay City Council,-37.8254,144.8514,Western Metropolitan,5132
Altona North,4/63 Marion St,1,u,,PI,hockingstuart,19/11/2016,11.1,3025,1,1,1,0,46,1970,Hobsons Bay City Council,-37.8355,144.853,Western Metropolitan,5132
Altona North,150A McIntosh Rd,2,t,510000,SP,Williams,19/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,21 Neal Ct,3,h,770000,SP,hockingstuart,19/11/2016,11.1,3025,3,1,3,602,603,,Hobsons Bay City Council,-37.8327,144.8451,Western Metropolitan,5132
Altona North,31 Duosa Rd,3,h,923000,S,Greg,22/05/2016,11.1,3025,3,1,2,740,,,Hobsons Bay City Council,-37.8269,144.8455,Western Metropolitan,5132
Altona North,252 Millers Rd,4,h,693000,SP,Raine&Horne,22/05/2016,11.1,3025,4,2,4,315,170,2008,Hobsons Bay City Council,-37.8391,144.8467,Western Metropolitan,5132
Altona North,1/156 Chambers Rd,3,h,620000,SP,Hunter,22/08/2016,11.1,3025,5,2,2,276,100,2010,Hobsons Bay City Council,-37.8262,144.8443,Western Metropolitan,5132
Altona North,19 Cleghorn Av,3,h,800000,S,Buxton,22/08/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,2 Gadsden St,3,h,728500,S,Jas,22/08/2016,11.1,3025,3,1,1,531,157,1960,Hobsons Bay City Council,-37.8277,144.8385,Western Metropolitan,5132
Altona North,24 Hansen St,3,h,931000,S,hockingstuart,22/08/2016,11.1,3025,3,2,1,590,160,1950,Hobsons Bay City Council,-37.8382,144.8649,Western Metropolitan,5132
Altona North,4 Prismall St,3,h,988000,S,Sweeney,22/08/2016,11.1,3025,3,1,4,715,,2008,Hobsons Bay City Council,-37.8423,144.8632,Western Metropolitan,5132
Altona North,1/21 Freemans Rd,3,h,590000,SP,RT,23/04/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,122 McIntosh Rd,3,h,590000,S,Village,23/04/2016,11.1,3025,3,1,2,561,,,Hobsons Bay City Council,-37.8444,144.8491,Western Metropolitan,5132
Altona North,35 May St,2,h,610000,S,RT,24/09/2016,11.1,3025,2,1,2,691,,,Hobsons Bay City Council,-37.834,144.8553,Western Metropolitan,5132
Altona North,29 Cyclamen Av,2,h,,PI,Jas,25/02/2017,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,6 Hill St,3,h,815000,S,hockingstuart,25/02/2017,11.1,3025,3,2,3,555,130,1960,Hobsons Bay City Council,-37.8318,144.8388,Western Metropolitan,5132
Altona North,84 May St,4,h,970000,S,Greg,25/02/2017,11.1,3025,4,1,2,708,,,Hobsons Bay City Council,-37.833,144.8494,Western Metropolitan,5132
Altona North,81 Fifth Av,4,h,840000,S,hockingstuart,26/07/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,23 Huxtable Av,3,h,840000,S,Sweeney,26/07/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,155 Chambers Rd,4,h,760000,S,Hunter,27/06/2016,11.1,3025,4,1,3,668,,,Hobsons Bay City Council,-37.8262,144.8439,Western Metropolitan,5132
Altona North,61a First Av,3,h,852500,S,RT,27/06/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,268d Mason St,4,t,847500,S,RT,27/06/2016,11.1,3025,4,3,1,252,,,Hobsons Bay City Council,-37.8393,144.8568,Western Metropolitan,5132
Altona North,5 Cresser St,4,h,1200000,SP,RT,27/11/2016,11.1,3025,4,1,4,633,158,1960,Hobsons Bay City Council,-37.8375,144.8541,Western Metropolitan,5132
Altona North,1/33 Fifth Av,3,h,630000,S,RT,27/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,1/8 Fourth Av,3,h,,PI,Hunter,27/11/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,107 McIntosh Rd,3,h,700000,SP,Hunter,27/11/2016,11.1,3025,3,1,1,557,,,Hobsons Bay City Council,-37.8441,144.8505,Western Metropolitan,5132
Altona North,10 Knapp St,3,h,625000,PI,Hunter,28/05/2016,11.1,3025,3,1,1,536,,,Hobsons Bay City Council,-37.8285,144.8351,Western Metropolitan,5132
Altona North,4/221 Blackshaws Rd,2,u,292000,S,Jas,28/08/2016,11.1,3025,2,1,1,153,70,1970,Hobsons Bay City Council,-37.8332,144.8649,Western Metropolitan,5132
Altona North,56a MacDonald Av,3,t,640000,PI,hockingstuart,28/08/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Altona North,126 Sixth Av,3,h,800000,SP,RT,30/07/2016,11.1,3025,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5132
Armadale,24 Hume St,3,h,,S,RT,3/09/2016,6.3,3143,2,1,1,305,,,Stonnington City Council,-37.8573,145.0226,Southern Metropolitan,4836
Armadale,8/19 Mercer Rd,2,u,599000,S,Jellis,3/09/2016,6.3,3143,2,1,1,0,76,1964,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836
Armadale,1/42 Adelaide St,2,u,550000,VB,Noel,3/12/2016,6.3,3143,2,1,0,861,,,Stonnington City Council,-37.8539,145.0284,Southern Metropolitan,4836
Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,3/12/2016,6.3,3143,3,2,2,0,100,1998,Stonnington City Council,-37.8552,145.016,Southern Metropolitan,4836
Armadale,4/769 High St,3,t,1205000,S,Jellis,3/12/2016,6.3,3143,3,2,2,101,105,2000,Stonnington City Council,-37.854,145.0135,Southern Metropolitan,4836
Armadale,12 Huntingtower Rd,3,h,,S,Jellis,3/12/2016,6.3,3143,3,2,2,588,168,1930,Stonnington City Council,-37.8546,145.0245,Southern Metropolitan,4836
Armadale,28 Lambeth Av,3,h,2675000,S,Marshall,3/12/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,3/12/2016,6.3,3143,3,2,2,296,150,1889,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan,4836
Armadale,9/55 Northcote Rd,1,u,421500,S,Biggin,3/12/2016,6.3,3143,1,1,0,0,,,Stonnington City Council,-37.853,145.0167,Southern Metropolitan,4836
Armadale,1/7 Railway Av,2,u,585000,SP,hockingstuart,3/12/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,65 Barkly Av,3,h,2050000,S,Marshall,4/03/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,28 Cambridge St,3,h,1870000,S,Hodges,4/03/2017,6.3,3143,3,1,1,217,116,1888,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan,4836
Armadale,6 Cambridge St,4,h,,SN,Thomson,4/03/2017,6.3,3143,4,2,1,211,,,Stonnington City Council,-37.859,145.0172,Southern Metropolitan,4836
Armadale,3/16 Fulton St,2,u,678000,S,hockingstuart,4/03/2017,6.3,3143,2,1,2,0,,,Stonnington City Council,-37.8538,145.0127,Southern Metropolitan,4836
Armadale,6 Fulton St,2,h,,PI,Marshall,4/03/2017,6.3,3143,2,1,1,183,,,Stonnington City Council,-37.8538,145.0123,Southern Metropolitan,4836
Armadale,21 Lambeth Av,3,h,,S,Jellis,4/03/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,3/20 Mercer Rd,3,t,1918000,SP,Jellis,4/03/2017,6.3,3143,3,2,2,0,165,1995,Stonnington City Council,-37.8537,145.0267,Southern Metropolitan,4836
Armadale,7/53 Wattletree Rd,1,u,,SP,hockingstuart,4/03/2017,6.3,3143,1,1,0,881,,,Stonnington City Council,-37.8614,145.0222,Southern Metropolitan,4836
Armadale,1/77 Wattletree Rd,2,u,660000,SP,hockingstuart,4/03/2017,6.3,3143,2,1,1,0,,,Stonnington City Council,-37.8619,145.0257,Southern Metropolitan,4836
Armadale,12 Willis St,3,h,2050000,S,Marshall,4/03/2017,6.3,3143,3,2,1,205,116,1910,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan,4836
Armadale,12 Alleyne Av,4,h,,S,RT,4/06/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,3/10 Denbigh Rd,2,u,,SP,hockingstuart,4/06/2016,6.3,3143,2,1,1,0,65,1970,Stonnington City Council,-37.8596,145.0156,Southern Metropolitan,4836
Armadale,8/71 Denbigh Rd,2,u,700000,VB,Jellis,4/06/2016,6.3,3143,2,1,2,0,,,Stonnington City Council,-37.8552,145.016,Southern Metropolitan,4836
Armadale,11/17 Myamyn St,2,u,3625000,S,Jellis,4/06/2016,6.3,3143,3,2,2,0,,2006,Stonnington City Council,-37.8555,145.0291,Southern Metropolitan,4836
Armadale,526 Orrong Rd,4,h,3000000,VB,Jellis,4/06/2016,6.3,3143,4,2,2,1581,,1934,Stonnington City Council,-37.858,145.0111,Southern Metropolitan,4836
Armadale,37 Barkly Av,2,h,1930000,S,Jellis,6/08/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,553 Dandenong Rd,5,h,1525000,PI,Jellis,7/05/2016,6.3,3143,8,2,2,693,,,Stonnington City Council,-37.8638,145.0229,Southern Metropolitan,4836
Armadale,17 Egerton Rd,4,h,,S,Marshall,7/05/2016,6.3,3143,4,1,2,500,,,Stonnington City Council,-37.8623,145.0223,Southern Metropolitan,4836
Armadale,9/19 Mercer Rd,3,u,735000,PI,Marshall,7/05/2016,6.3,3143,3,2,1,2113,14,1970,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan,4836
Armadale,6/26 Mercer Rd,2,u,825000,S,Jellis,7/05/2016,6.3,3143,2,1,1,0,,,Stonnington City Council,-37.8528,145.0268,Southern Metropolitan,4836
Armadale,538a Orrong Rd,3,t,1586000,S,RT,7/05/2016,6.3,3143,2,2,2,246,,,Stonnington City Council,-37.8566,145.0116,Southern Metropolitan,4836
Armadale,557 Orrong Rd,4,h,,S,Jellis,7/05/2016,6.3,3143,4,2,2,369,176,1930,Stonnington City Council,-37.8548,145.0113,Southern Metropolitan,4836
Armadale,5/68 Rose St,3,t,,S,Jellis,7/05/2016,6.3,3143,2,2,1,175,158,1970,Stonnington City Council,-37.8515,145.02,Southern Metropolitan,4836
Armadale,11/38 Wattletree Rd,2,u,,S,hockingstuart,7/05/2016,6.3,3143,2,1,1,0,65,1970,Stonnington City Council,-37.8613,145.0184,Southern Metropolitan,4836
Armadale,24 Lambeth Av,5,h,,S,Marshall,7/11/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,18/41 Kooyong Rd,2,u,645000,S,Marshall,8/10/2016,6.3,3143,3,1,1,0,,1960,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan,4836
Armadale,10 William St,1,h,1435000,SP,Jellis,8/10/2016,6.3,3143,2,2,1,144,107,1900,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan,4836
Armadale,11 Adelaide St,4,h,,SN,hockingstuart,10/09/2016,6.3,3143,3,4,2,662,292,1920,Stonnington City Council,-37.8549,145.0276,Southern Metropolitan,4836
Armadale,15/405 Dandenong Rd,1,u,280000,PI,hockingstuart,10/09/2016,6.3,3143,1,1,1,0,38,1975,Stonnington City Council,-37.8619,145.0185,Southern Metropolitan,4836
Armadale,1/2 Armadale St,1,u,400000,PI,hockingstuart,10/12/2016,6.3,3143,1,1,1,0,,,Stonnington City Council,-37.8605,145.0185,Southern Metropolitan,4836
Armadale,54 Denbigh Rd,4,h,,SP,Jellis,10/12/2016,6.3,3143,4,2,2,551,208,1890,Stonnington City Council,-37.8566,145.0161,Southern Metropolitan,4836
Armadale,4/20 Mercer Rd,2,h,1780000,S,Marshall,10/12/2016,6.3,3143,2,2,2,0,,,Stonnington City Council,-37.8537,145.0267,Southern Metropolitan,4836
Armadale,47 Northcote Rd,3,h,,SP,Jellis,10/12/2016,6.3,3143,3,2,0,246,204,1890,Stonnington City Council,-37.8533,145.0169,Southern Metropolitan,4836
Armadale,8/58 Sutherland Rd,2,u,592500,S,hockingstuart,10/12/2016,6.3,3143,2,1,1,0,73,1970,Stonnington City Council,-37.8574,145.0174,Southern Metropolitan,4836
Armadale,6A Munro St,3,h,,S,Jellis,12/11/2016,6.3,3143,3,2,1,242,143,1915,Stonnington City Council,-37.8534,145.0185,Southern Metropolitan,4836
Armadale,40 New St,2,h,1210000,S,Marshall,12/11/2016,6.3,3143,2,1,0,249,96,1910,Stonnington City Council,-37.8543,145.016,Southern Metropolitan,4836
Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,12/11/2016,6.3,3143,4,2,2,624,222,1900,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan,4836
Armadale,7/17 Myamyn St,3,u,,SP,Marshall,13/08/2016,6.3,3143,3,2,3,0,203,2006,Stonnington City Council,-37.8555,145.0291,Southern Metropolitan,4836
Armadale,595 Orrong Rd,3,h,,S,Jellis,13/08/2016,6.3,3143,2,2,2,292,146,1910,Stonnington City Council,-37.8523,145.0116,Southern Metropolitan,4836
Armadale,3 Wattletree Rd,3,h,,SN,Gary,14/05/2016,6.3,3143,3,2,1,482,182,1930,Stonnington City Council,-37.8606,145.0157,Southern Metropolitan,4836
Armadale,7/53 Wattletree Rd,1,u,390000,S,Jellis,14/05/2016,6.3,3143,1,1,0,881,,,Stonnington City Council,-37.8614,145.0222,Southern Metropolitan,4836
Armadale,2b Denbigh Rd,3,h,,S,Jellis,15/10/2016,6.3,3143,3,2,1,228,111,1915,Stonnington City Council,-37.8603,145.0155,Southern Metropolitan,4836
Armadale,791 High St,3,h,1800000,PI,RT,15/10/2016,6.3,3143,3,2,2,405,121,1910,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan,4836
Armadale,22 Lambeth Av,4,h,,SN,hockingstuart,15/10/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,25 Llaneast St,4,h,2200000,PI,Jellis,15/10/2016,6.3,3143,4,1,2,495,163,1900,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan,4836
Armadale,5 Alleyne Av,4,h,,S,Jellis,16/04/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,8/569 Orrong Rd,1,u,324000,S,Jellis,16/04/2016,6.3,3143,1,1,1,0,,,Stonnington City Council,-37.8537,145.0114,Southern Metropolitan,4836
Armadale,19 Sutherland Rd,3,h,,S,Marshall,16/04/2016,6.3,3143,3,1,2,451,,,Stonnington City Council,-37.8593,145.0167,Southern Metropolitan,4836
Armadale,17/579 Dandenong Rd,2,u,,S,hockingstuart,16/07/2016,6.3,3143,2,1,1,0,80,1966,Stonnington City Council,-37.8646,145.0247,Southern Metropolitan,4836
Armadale,11/26 Gladstone Av,2,u,,S,hockingstuart,16/07/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,2/1 Munro St,3,u,,SP,Marshall,16/07/2016,6.3,3143,3,1,4,0,,,Stonnington City Council,-37.853,145.0181,Southern Metropolitan,4836
Armadale,1 Cambridge St,2,h,,S,Jellis,17/09/2016,6.3,3143,3,1,2,230,,1888,Stonnington City Council,-37.8593,145.017,Southern Metropolitan,4836
Armadale,367 Dandenong Rd,6,h,5525000,S,Marshall,17/09/2016,6.3,3143,5,3,4,1491,516,1935,Stonnington City Council,-37.8602,145.013,Southern Metropolitan,4836
Armadale,10 Egerton Rd,4,h,,S,Jellis,17/09/2016,6.3,3143,2,2,2,449,232,1900,Stonnington City Council,-37.8628,145.0226,Southern Metropolitan,4836
Armadale,34a Rose St,2,h,1125000,S,RT,17/09/2016,6.3,3143,3,1,2,169,,,Stonnington City Council,-37.851,145.0161,Southern Metropolitan,4836
Armadale,42 Rose St,3,h,2250000,S,Marshall,17/09/2016,6.3,3143,3,3,1,301,,,Stonnington City Council,-37.8511,145.0167,Southern Metropolitan,4836
Armadale,12 Auburn Gr,3,h,2360000,S,hockingstuart,18/03/2017,6.3,3143,3,2,0,336,,,Stonnington City Council,-37.8558,145.015,Southern Metropolitan,4836
Armadale,31 Hume St,2,h,1900000,VB,Jellis,18/03/2017,6.3,3143,2,2,0,207,,,Stonnington City Council,-37.8571,145.0224,Southern Metropolitan,4836
Armadale,10/581 Orrong Rd,1,u,440000,SP,Jellis,18/03/2017,6.3,3143,1,1,1,0,53,1970,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,4836
Armadale,5/8 Sutherland Rd,2,u,,SP,hockingstuart,18/03/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,5/92 Wattletree Rd,2,u,,SN,Thomson,18/03/2017,6.3,3143,2,1,1,734,,2006,Stonnington City Council,-37.8623,145.0262,Southern Metropolitan,4836
Armadale,7/579 Dandenong Rd,2,u,490000,PI,Ray,18/06/2016,6.3,3143,2,1,1,0,,1966,Stonnington City Council,-37.8646,145.0247,Southern Metropolitan,4836
Armadale,1/13 Denbigh Rd,3,t,,PI,Marshall,18/06/2016,6.3,3143,3,2,2,0,135,1998,Stonnington City Council,-37.859,145.0153,Southern Metropolitan,4836
Armadale,19 Glassford St,3,h,2365000,S,Marshall,18/06/2016,6.3,3143,3,2,1,316,,,Stonnington City Council,-37.8521,145.019,Southern Metropolitan,4836
Armadale,14 New St,3,h,1300000,VB,Jellis,18/06/2016,6.3,3143,2,1,2,212,106,1900,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan,4836
Armadale,9/38 Northcote Rd,2,u,,SP,Jellis,18/06/2016,6.3,3143,2,1,1,0,67,1970,Stonnington City Council,-37.8531,145.0173,Southern Metropolitan,4836
Armadale,7/501 Orrong Rd,3,u,732000,S,Gary,18/06/2016,6.3,3143,3,2,2,0,,,Stonnington City Council,-37.8597,145.0104,Southern Metropolitan,4836
Armadale,6/51 Armadale St,2,u,704000,SP,Greg,19/11/2016,6.3,3143,2,1,1,0,74,1969,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,30 Barkly Av,4,h,,S,Jellis,19/11/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,5/31 Inverness Av,2,u,,S,Jellis,19/11/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,12/41 Kooyong Rd,2,u,620000,VB,Marshall,19/11/2016,6.3,3143,3,1,1,0,98,1970,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan,4836
Armadale,63 Denbigh Rd,3,h,1900000,S,Marshall,22/05/2016,6.3,3143,3,1,2,328,108,1900,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan,4836
Armadale,1 Derby St,3,h,,S,Marshall,22/05/2016,6.3,3143,3,2,2,0,,,Stonnington City Council,-37.8512,145.0207,Southern Metropolitan,4836
Armadale,5/2 Mercer Rd,3,t,,S,Kay,22/05/2016,6.3,3143,2,3,2,0,,,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan,4836
Armadale,9/60 Wattletree Rd,2,u,,S,hockingstuart,22/05/2016,6.3,3143,2,2,1,2659,,,Stonnington City Council,-37.8616,145.0211,Southern Metropolitan,4836
Armadale,13/56 Sutherland Rd,1,u,315000,SP,Fletchers,22/08/2016,6.3,3143,1,1,1,0,,,Stonnington City Council,-37.8575,145.0174,Southern Metropolitan,4836
Armadale,12 Baldwin St,3,h,,SP,Marshall,23/04/2016,6.3,3143,2,1,0,151,80,1880,Stonnington City Council,-37.8549,145.0219,Southern Metropolitan,4836
Armadale,48 Barkly Av,3,h,1992000,S,Jellis,23/04/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,7/22 Derby St,1,u,450000,PI,hockingstuart,24/09/2016,6.3,3143,1,1,1,0,,,Stonnington City Council,-37.8509,145.0203,Southern Metropolitan,4836
Armadale,10/51 Armadale St,2,u,710000,S,Jellis,25/02/2017,6.3,3143,2,1,1,2471,80,1970,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,2/377 Dandenong Rd,2,u,872000,S,Jellis,25/02/2017,6.3,3143,2,1,1,1194,,1953,Stonnington City Council,-37.8604,145.0147,Southern Metropolitan,4836
Armadale,1/14 Denbigh Rd,2,u,598000,S,hockingstuart,25/02/2017,6.3,3143,2,1,1,0,88,1970,Stonnington City Council,-37.8593,145.0156,Southern Metropolitan,4836
Armadale,15 Sutherland Rd,3,h,,SN,Kay,25/02/2017,6.3,3143,3,2,2,459,180,1890,Stonnington City Council,-37.8595,145.0166,Southern Metropolitan,4836
Armadale,75 Sutherland Rd,3,h,1285000,S,Marshall,25/02/2017,6.3,3143,3,1,2,186,80,1920,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan,4836
Armadale,61 Union St,4,h,3660000,S,Jellis,25/02/2017,6.3,3143,4,3,2,421,,,Stonnington City Council,-37.8593,145.0275,Southern Metropolitan,4836
Armadale,30 Willis St,3,h,,VB,Marshall,25/02/2017,6.3,3143,3,1,2,251,149,1920,Stonnington City Council,-37.8572,145.0275,Southern Metropolitan,4836
Armadale,1/770 Malvern Rd,2,u,,S,hockingstuart,26/07/2016,6.3,3143,2,1,1,0,,,Stonnington City Council,-37.8498,145.0145,Southern Metropolitan,4836
Armadale,1/403 Dandenong Rd,2,u,520000,S,hockingstuart,27/06/2016,6.3,3143,1,1,1,0,76,1970,Stonnington City Council,-37.8618,145.0183,Southern Metropolitan,4836
Armadale,7 Lambeth Av,4,h,2760000,S,Marshall,27/06/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,3 Alleyne Av,4,h,,S,Jellis,27/11/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,10/507 Dandenong Rd,2,u,690000,VB,Jellis,27/11/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,44 Denbigh Rd,4,h,3625000,S,Jellis,27/11/2016,6.3,3143,4,1,2,709,251,1900,Stonnington City Council,-37.8574,145.016,Southern Metropolitan,4836
Armadale,44 Hampden Rd,4,h,4200000,VB,Kay,27/11/2016,6.3,3143,4,3,3,563,333,2000,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan,4836
Armadale,3/769 High St,3,t,1101000,S,Jellis,27/11/2016,6.3,3143,3,1,2,103,3,2000,Stonnington City Council,-37.8542,145.0135,Southern Metropolitan,4836
Armadale,4 Mercer Rd,3,h,3512500,S,Marshall,27/11/2016,6.3,3143,3,2,2,617,285,1998,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan,4836
Armadale,4/38 Northcote Rd,2,u,,S,hockingstuart,27/11/2016,6.3,3143,2,1,1,0,,,Stonnington City Council,-37.8531,145.0173,Southern Metropolitan,4836
Armadale,4/576 Orrong Rd,2,u,,SN,Kay,27/11/2016,6.3,3143,2,1,2,0,112,2012,Stonnington City Council,-37.8539,145.0119,Southern Metropolitan,4836
Armadale,17 Kooyong Rd,4,h,2000000,PI,Marshall,28/05/2016,6.3,3143,4,3,4,544,,,Stonnington City Council,-37.8611,145.0195,Southern Metropolitan,4836
Armadale,896 Malvern Rd,3,h,,S,Kay,28/05/2016,6.3,3143,3,3,1,0,,,Stonnington City Council,-37.8505,145.0205,Southern Metropolitan,4836
Armadale,1/31 Mercer Rd,3,u,869000,S,Jellis,28/05/2016,6.3,3143,2,1,1,0,91,1940,Stonnington City Council,-37.853,145.0264,Southern Metropolitan,4836
Armadale,8/507 Dandenong Rd,2,u,577000,S,Jellis,28/08/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,8 Derby St,3,h,,SP,Marshall,28/08/2016,6.3,3143,3,2,1,196,155,1990,Stonnington City Council,-37.8509,145.0208,Southern Metropolitan,4836
Armadale,1/6 Elm Gr,2,u,,S,hockingstuart,28/08/2016,6.3,3143,2,1,4,0,,,Stonnington City Council,-37.8525,145.0159,Southern Metropolitan,4836
Armadale,37 Lambeth Av,3,h,2865000,S,Marshall,28/08/2016,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,16 Llaneast St,5,h,2810000,S,Marshall,28/08/2016,6.3,3143,5,2,2,617,,,Stonnington City Council,-37.8611,145.0271,Southern Metropolitan,4836
Armadale,2/532 Orrong Rd,2,u,565000,S,Ray,28/08/2016,6.3,3143,3,1,1,0,,,Stonnington City Council,-37.8573,145.0112,Southern Metropolitan,4836
Armadale,5/555 Orrong Rd,1,u,567000,S,hockingstuart,28/08/2016,6.3,3143,1,1,1,0,53,2013,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan,4836
Armadale,3/50 Denbigh Rd,2,u,546000,SP,hockingstuart,30/07/2016,6.3,3143,2,0,0,0,,,Stonnington City Council,-37.8568,145.0161,Southern Metropolitan,4836
Armadale,11 Egerton Rd,2,h,,SN,hockingstuart,30/07/2016,6.3,3143,3,1,1,266,,,Stonnington City Council,-37.8626,145.0222,Southern Metropolitan,4836
Armadale,7/844 Malvern Rd,2,u,471500,S,Ray,30/07/2016,6.3,3143,2,1,1,0,,1980,Stonnington City Council,-37.8503,145.0185,Southern Metropolitan,4836
Ascot Vale,24 Ayr St,3,h,,S,Jellis,3/09/2016,5.9,3032,3,1,2,305,135,1910,Moonee Valley City Council,-37.7799,144.9296,Western Metropolitan,6567
Ascot Vale,2/43 Roxburgh St,2,u,455000,S,Nelson,3/09/2016,5.9,3032,3,1,2,0,,,Moonee Valley City Council,-37.7756,144.9165,Western Metropolitan,6567
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,3/12/2016,5.9,3032,3,1,2,298,108,1920,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan,6567
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,Brad,3/12/2016,5.9,3032,2,1,1,0,62,1980,Moonee Valley City Council,-37.7761,144.9201,Western Metropolitan,6567
Ascot Vale,47 Union Rd,3,h,,S,Brad,3/12/2016,5.9,3032,3,1,2,271,111,1900,Moonee Valley City Council,-37.7783,144.9149,Western Metropolitan,6567
Ascot Vale,42 Archer Av,3,h,895000,S,Nelson,4/02/2016,5.9,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,7 Francis St,3,h,1380000,SP,Nelson,4/03/2017,5.9,3032,3,2,2,277,174,1910,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan,6567
